,formula,temperature,composition,expected_mfp,mat0_Unnamed: 0,mat0_e_above_hull,mat0_formation_energy_per_atom,mat0_band_gap,mat0_G_Reuss,mat0_G_VRH,mat0_G_Voigt,mat0_G_Voigt_Reuss_Hill,mat0_K_Reuss,mat0_K_VRH,mat0_K_Voigt,mat0_K_Voigt_Reuss_Hill,mat0_elastic_anisotropy,mat0_homogeneous_poisson,mat0_poisson_ratio,mat0_universal_anisotropy,mat0_nsites,mat0_V0,mat0_C,mat0_E0,mat0_B,mat1_Unnamed: 0,mat1_e_above_hull,mat1_formation_energy_per_atom,mat1_band_gap,mat1_G_Reuss,mat1_G_VRH,mat1_G_Voigt,mat1_G_Voigt_Reuss_Hill,mat1_K_Reuss,mat1_K_VRH,mat1_K_Voigt,mat1_K_Voigt_Reuss_Hill,mat1_elastic_anisotropy,mat1_homogeneous_poisson,mat1_poisson_ratio,mat1_universal_anisotropy,mat1_nsites,mat1_V0,mat1_C,mat1_E0,mat1_B
0,AlGaAs,200.0,1.0,4.139070889118851e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.0,1.8322128756320823e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.1,1.92408449741024e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.2,2.1769197229148256e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.30000000000000004,2.204332963231718e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.4,2.2337756436922908e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.5,2.0659441347239548e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.6000000000000001,2.0142035261869194e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.7000000000000001,1.9599369431888342e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.8,1.90691521507321e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,0.9,2.1767221973848363e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,300.0,1.0,2.3647222166760242e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.0,1.3106089332389653e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.1,1.3131416990987746e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.2,1.4912993986430316e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.30000000000000004,1.5441602012453067e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.4,1.6033005938984155e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.5,1.496394148163124e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.6000000000000001,1.4790565532252547e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.7000000000000001,1.4364310090569033e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.8,1.3953826610987389e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,0.9,1.549874720334451e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,400.0,1.0,1.6757713980291743e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.0,1.0253438575610437e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.1,9.964663894043215e-08,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.2,1.1290829855679961e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.30000000000000004,1.1827552540199759e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.4,1.2559679261373e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.5,1.1932841055234312e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.6000000000000001,1.1997270543689774e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.7000000000000001,1.158655562424776e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.8,1.1230277178477845e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,0.9,1.2180444914177009e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,500.0,1.0,1.3050441990597315e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.0,8.443112862190198e-08,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.1,8.034822163150931e-08,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.2,9.040000485307695e-08,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.30000000000000004,9.605265104081775e-08,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.4,1.0402456531023466e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.5,1.0008533916377541e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.6000000000000001,1.0199600813708511e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.7000000000000001,9.82328860024974e-08,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.8,9.512763190478966e-08,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,0.9,1.0134010649304959e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
0,AlGaAs,600.0,1.0,1.071513644744345e-07,0,0,-0.4846066550000003,1.6871,37.0,39.0,41.0,39.0,70.0,70.0,70.0,70.0,0.54,0.26,0.26,0.54,2,23.568872842322005,5.024930957132822,-4.687034548877901,3.777606172881304,0,0,-0.350102595,0.1839000000000004,39.0,41.0,42.0,41.0,61.0,61.0,61.0,61.0,0.41,0.23,0.23,0.41,2,23.78123814090973,5.595473350134549,-4.195228014776406,3.4219810592490565
