,mat_id,free_energy
0,mp-2172,8360.447535006315
0,mp-661,37308.033623254545
0,mp-2534,6353.713757950647
0,mp-804,29529.393203626594
0,mp-2490,8807.580774840873
0,mp-20351,7258.635504223658
0,mp-149,11731.24451377555
